# data for liswet1-inv.mod  

param N := 200  ;

# ... solution x to forward problem  
param 	: 	x_star := 
	  88 	  0.6123621186209354
	  89 	  0.6163413911940421
	  90 	  0.6203206637671489
	  91 	  0.6242999363402557
	  92 	  0.6282792089133624
	  93 	  0.6322584814864692
	  94 	  0.6362377540595761
	  95 	  0.6402170266326828
	  96 	  0.6441962992057895
	  97 	  0.6481755717788963
	  98 	  0.6521548443520031
	  99 	  0.6561341169251099
	 100 	  0.6601133894982166
	 101 	  0.6640926620713233
	 102 	  0.6680719346444302
	 103 	  0.6720512072175369
	 104 	  0.6760304797906437
	 105 	  0.6800097523637505
	 106 	  0.6839890249368573
	 107 	   0.687968297509964
	 108 	  0.6919475700830707
	 109 	  0.6959268426561775
	 110 	  0.6999061152292844
	 111 	  0.7038853878023911
	 112 	  0.7078646603754979
	 113 	  0.7118439329486047
	 114 	  0.7158232055217113
	 115 	  0.7198024780948181
	 116 	  0.7237817506679249
	 117 	  0.7277610232410318
	 118 	  0.7317402958141385
	 119 	  0.7357195683872453
	 120 	   0.739698840960352
	 121 	  0.7436781135334588
	 122 	  0.7476573861065655
	 123 	  0.7516366586796723
	 124 	  0.7556159312527791
	 125 	  0.7595952038258859
	 126 	  0.7635744763989926
	 127 	  0.7675537489720994
	 128 	  0.7715330215452062
	 129 	  0.7755122941183129
	 130 	  0.7794915666914197
	 131 	  0.7834708392645265
	 132 	  0.7874501118376332
	 133 	    0.79142938441074
	 134 	  0.7954086569838468
	 135 	  0.7993879295569536
	 136 	  0.8033672021300604
	 137 	  0.8073464747031671
	 138 	  0.8113257472762738
	 139 	  0.8153050198493806
	 140 	  0.8192842924224873
	 141 	  0.8232635649955942
	 142 	   0.827242837568701
	 143 	  0.8312221101418078
	 144 	  0.8352013827149144
	 145 	  0.8391806552880212
	 146 	   0.843159927861128
	 147 	  0.8471392004342349
	 148 	  0.8511184730073416
	 149 	  0.8550977455804484
	 150 	  0.8590770181535551
	 151 	  0.8630562907266618
	 152 	  0.8670355632997686
	 153 	  0.8710148358728754
	 154 	  0.8749941084459822
	 155 	   0.878973381019089
	 156 	  0.8829526535921957
	 157 	  0.8869319261653025
	 158 	  0.8909111987384093
	 159 	   0.894890471311516
	 160 	  0.8988697438846228
	 161 	  0.9028490164577296
	 162 	  0.9068282890308363
	 163 	   0.910807561603943
	 164 	  0.9147868341770499
	 165 	  0.9187661067501567
	 166 	  0.9227453793232634
	 167 	  0.9267246518963702
	 168 	  0.9307039244694769
	 169 	  0.9346831970425837
	 170 	  0.9386624696156904
	 171 	  0.9426417421887973
	 172 	  0.9466210147619041
	 173 	  0.9506002873350109
	 174 	  0.9545795599081175
	 175 	  0.9585588324812243
	 176 	  0.9625381050543311
	 177 	  0.9665173776274378
	 178 	  0.9704966502005447
	 179 	  0.9744759227736515
	 180 	  0.9784551953467582
	 181 	  0.9824344679198649
	 182 	  0.9864137404929717
	 183 	  0.9903930130660785
	 184 	  0.9943722856391853
	 185 	   0.998351558212292
	 186 	   1.002330830785399
	 187 	   1.006310103358506
	 188 	   1.010289375931612
	 189 	   1.014268648504719
	 190 	   1.018247921077826
	 191 	   1.022227193650933
	 192 	   1.026206466224039
	 193 	   1.030185738797146
	 194 	   1.034165011370253
	 195 	    1.03814428394336
	 196 	   1.042123556516467
	 197 	   1.046102829089573
	 198 	    1.05008210166268
	 199 	   1.054061374235787
	 200 	   1.058040646808894
	 201 	      1.062019919382
	 202 	   1.080641840686583 ;
 
