78   1.46571   1.05181   1.64903   1.24389   1.24567   1.48383   1.45691
79   1.07401   1.09134   1.3251    1.41728   1.72173   1.81909   1.06029
80   1.70825   1.02558   1.13407   1.83339   1.92146   1.05216   1.06677
81    .        1.20129   1.74405   1.01185   1.42775   1.31975   1.03083
82    .         .        1.47525   1.41499   1.96835   1.53231   1.10016
83    .         .         .        1.9529    1.27803   1.39878   1.60673
84    .         .         .         .        1.4085    1.14139   1.03383
85    .         .         .         .         .        1.98524   1.16588
86    .         .         .         .         .         .        1.87568

:      78        79        80        81        82        83        84       :=
78   1.38644    .         .         .         .         .         .
79   1.29611   1.23484    .         .         .         .         .
80   1.82873   1.64137   1.24692    .         .         .         .
81   1.5485    1.51279   1.29794   1.7595     .         .         .
82   1.21045   1.64384   1.82005   1.96117   1.5209     .         .
83   1.06557   1.70521   1.02194   1.66894   1.1563    1.53049    .
84   1.24798   1.11671   1.21171   1.16263   1.71939   1.97208   1.78545
85   1.96324   1.23172   1.71775   1.13717   1.64368   1.82172   1.46005
86   1.58499   1.18586   1.26466   1.95834   1.65832   1.12466   1.04143
87   1.49579   1.84832   1.31647   1.69587   1.36884   1.18001   1.12523
88    .        1.91036   1.08412   1.87954   1.46222   1.60871   1.00898
89    .         .        1.35253   1.74849   1.27884   1.79641   1.53135
90    .         .         .        1.39965   1.81069   1.96455   1.01102
91    .         .         .         .        1.83505   1.38043   1.8302
92    .         .         .         .         .        1.29186   1.73528
93    .         .         .         .         .         .        1.47356

:      85        86        87        88        89        90       :=
85   1.49931    .         .         .         .         .
86   1.96553   1.15173    .         .         .         .
87   1.12574   1.71655   1.70296    .         .         .
88   1.65209   1.80795   1.74166   1.7769     .         .
89   1.36692   1.30604   1.64102   1.7359    1.71636    .
90   1.83626   1.28511   1.3689    1.88457   1.5515    1.10208
91   1.44741   1.8251    1.89206   1.52983   1.67939   1.74505
92   1.06263   1.56115   1.91562   1.07919   1.89672   1.68602
93   1.42282   1.38114   1.16886   1.40441   1.481     1.22528
94   1.11267   1.81341   1.85138   1.01376   1.06494   1.54821
95    .        1.38604   1.93791   1.08732   1.80022   1.87652
96    .         .        1.14939   1.88991   1.0047    1.06858
97    .         .         .        1.0414    1.77458   1.20516
98    .         .         .         .        1.75607   1.58931
99    .         .         .         .         .        1.13982
;

param rhs :=
 1 7.73556   16 6.43483   31 8.95902   46 8.33845   61 7.16337   76 7.16633
 2 8.7737    17 8.28267   32 7.02775   47 5.21408   62 7.53207   77 5.20533
 3 5.82251   18 7.54794   33 8.19087   48 9.65269   63 7.64868   78 5.81594
 4 7.23362   19 5.13188   34 7.54704   49 6.98243   64 6.74431   79 8.09741
 5 8.15207   20 6.15753   35 8.65429   50 8.42968   65 9.57408   80 8.40272
 6 6.70039   21 7.62987   36 5.85769   51 6.54585   66 7.60008   81 8.42685
 7 8.84321   22 6.867     37 6.01652   52 5.95492   67 8.46438   82 9.35545
 8 5.33474   23 6.34049   38 7.84722   53 6.64675   68 9.21971   83 9.71261
 9 8.29971   24 9.87251   39 6.43457   54 7.21695   69 6.36273   84 9.40902
10 7.91379   25 6.93781   40 8.44527   55 9.67751   70 9.77755   85 9.65256
11 5.68797   26 6.93056   41 8.27355   56 6.53212   71 9.563     86 8.33002
12 9.55182   27 5.04908   42 6.4641    57 9.28611   72 5.2501    87 5.08749
13 9.73511   28 8.95351   43 8.57857   58 7.84737   73 7.94356   88 8.74838
14 8.35624   29 6.75245   44 9.2989    59 7.74654   74 5.43361   89 6.11024
15 6.60595   30 5.9631    45 9.00629   60 9.07834   75 9.89125   90 8.42639
;

