set TimePeriods := 1 2 3 4 5 6 ;
set Processes := 1 2 3 ;
set Streams := 1 2 3 4 5 6 7 8 9 10 11 12 13 ;
set Products := 12 13 ;
set RawMaterials := 1 4 6 ;
set Contracts_Length := 1 2 3 4 ;
set Contracts := 1 2 3 4 ;

param Capacity :=
param MinAmount_Discount :=
    1   1   63
    1   2   63
    1   3   63
    1   4   63
    1   5   63
    1   6   63
    4   1   4
    4   2   4
    4   3   4
    4   4   4
    4   5   4
    4   6   4
    6   1   22
    6   2   22
    6   3   22
    6   4   22
    6   5   22
    6   6   22
;

param MinAmount_Bulk :=
    1   1   64
    1   2   64
    1   3   64
    1   4   64
    1   5   64
    1   6   64
    4   1   5
    4   2   5
    4   3   5
    4   4   5
    4   5   5
    4   6   5
    6   1   24
    6   2   24
    6   3   24
    6   4   24
    6   5   24
    6   6   24
;

param MinAmount_Length :=
    1   1   0
    1   2   62
    1   3   66
    4   1   0
    4   2   3
    4   3   4
    6   1   0
    6   2   11
    6   3   24
;

param MainProducts :=
    9    1    1
    9    2    0
    9    3    0
    10   1    0
    10   2    1
    10   3    0
    11   1    0
    11   2    0
    11   3    1
;

param ShortfallPenalty :=
    12  1   25
    12  2   25
    12  3   25
    12  4   25
    12  5   25
    12  6   25
    13  1   25
    13  2   25
    13  3   25
    13  4   25
    13  5   25
    13  6   25
;

param ShortfallUB :=
    12  1   10
    12  2   10
    12  3   10
    12  4   10
    12  5   10
    12  6   10
    13  1   10
    13  2   10
    13  3   10
    13  4   10
    13  5   10
    13  6   10
;

param InventoryCost :=
    1   1   0
    1   2   0
    1   3   0
    1   4   0
    1   5   0
    1   6   0
    2   1   0
    2   2   0
    2   3   0
    2   4   0
    2   5   0
    2   6   0
    3   1   0
    3   2   0
    3   3   0
    3   4   0
    3   5   0
    3   6   0
    4   1   0
    4   2   0
    4   3   0
    4   4   0
    4   5   0
    4   6   0
    5   1   0
    5   2   0
    5   3   0
    5   4   0
    5   5   0
    5   6   0
    6   1   0
    6   2   0
    6   3   0
    6   4   0
    6   5   0
    6   6   0
    7   1   0
    7   2   0
    7   3   0
    7   4   0
    7   5   0
    7   6   0
    8   1   0
    8   2   0
    8   3   0
    8   4   0
    8   5   0
    8   6   0
    9   1   0
    9   2   0
    9   3   0
    9   4   0
    9   5   0
    9   6   0
    10  1   0
    10  2   0
    10  3   0
    10  4   0
    10  5   0
    10  6   0
    11  1   0
    11  2   0
    11  3   0
    11  4   0
    11  5   0
    11  6   0
    12  1   1
    12  2   1
    12  3   1
    12  4   1
    12  5   1
    12  6   1
    13  1   1
    13  2   1
    13  3   1
    13  4   1
    13  5   1
    13  6   1
;

param InventoryLevelUB :=
    1   1   0
    1   2   0
    1   3   0
    1   4   0
    1   5   0
    1   6   0
    2   1   0
    2   2   0
    2   3   0
    2   4   0
    2   5   0
    2   6   0
    3   1   0
    3   2   0
    3   3   0
    3   4   0
    3   5   0
    3   6   0
    4   1   0
    4   2   0
    4   3   0
    4   4   0
    4   5   0
    4   6   0
    5   1   0
    5   2   0
    5   3   0
    5   4   0
    5   5   0
    5   6   0
    6   1   0
    6   2   0
    6   3   0
    6   4   0
    6   5   0
    6   6   0
    7   1   0
    7   2   0
    7   3   0
    7   4   0
    7   5   0
    7   6   0
    8   1   0
    8   2   0
    8   3   0
    8   4   0
    8   5   0
    8   6   0
    9   1   0
    9   2   0
    9   3   0
    9   4   0
    9   5   0
    9   6   0
    10  1   0
    10  2   0
    10  3   0
    10  4   0
    10  5   0
    10  6   0
    11  1   0
    11  2   0
    11  3   0
    11  4   0
    11  5   0
    11  6   0
    12  1   30
    12  2   30
    12  3   30
    12  4   30
    12  5   30
    12  6   30
    13  1   30
    13  2   30
    13  3   30
    13  4   30
    13  5   30
    13  6   30
;
