,k1,k2,E1,E2,obj
295,10,40,29000,41500,365.59950388342645
296,10,40,29500,38000,70.26818405688635
297,10,40,29500,38500,87.96463718548947
298,10,40,29500,39000,122.58188233160993
299,10,40,29500,39500,166.2478945807132
300,10,40,29500,40000,213.48669617414316
301,10,40,29500,40500,260.67953961944477
302,10,40,29500,41000,305.5877041218316
303,10,40,29500,41500,346.95612213021155
304,10,40,30000,38000,153.67588703371362
305,10,40,30000,38500,164.07504103479005
306,10,40,30000,39000,190.0800160661499
307,10,40,30000,39500,224.61382980242837
308,10,40,30000,40000,262.79232847382445
309,10,40,30000,40500,301.38687703450415
310,10,40,30000,41000,338.38536686093164
311,10,40,30000,41500,372.6399011703545
312,10,40,30500,38000,284.2936286531718
313,10,40,30500,38500,288.4690608277705
314,10,40,30500,39000,306.44667517621144
315,10,40,30500,39500,332.20122250191986
316,10,40,30500,40000,361.5566690083291
317,10,40,30500,40500,391.72755224929614
318,10,40,30500,41000,420.95317535960476
319,10,40,30500,41500,448.2049230608669
320,10,40,31000,38000,459.03140021766137
321,10,40,31000,38500,458.71477027519967
322,10,40,31000,39000,469.9910751800656
323,10,40,31000,39500,488.05850105225426
324,10,40,31000,40000,509.5204701455629
325,10,40,31000,40500,532.0674969691778
326,10,40,31000,41000,554.2088430693509
327,10,40,31000,41500,575.0485839499048
328,10,40,31500,38000,672.2476845983564
329,10,40,31500,38500,669.2240508488649
330,10,40,31500,39000,675.4956226836405
331,10,40,31500,39500,687.447764319295
332,10,40,31500,40000,702.4395430742891
333,10,40,31500,40500,718.6279487347668
334,10,40,31500,41000,734.793684592168
335,10,40,31500,41500,750.1821072409286
336,10,80,29000,38000,387.7617282731497
337,10,80,29000,38500,195.33642612593002
338,10,80,29000,39000,82.7306931465102
339,10,80,29000,39500,35.13436471793541
340,10,80,29000,40000,33.521138659248706
341,10,80,29000,40500,61.47395975053128
342,10,80,29000,41000,106.71403229340167
343,10,80,29000,41500,160.56068704487473
344,10,80,29500,38000,459.63404601804103
345,10,80,29500,38500,258.7453720995899
346,10,80,29500,39000,135.96435731320256
347,10,80,29500,39500,80.2685095017944
348,10,80,29500,40000,70.86302366453106
349,10,80,29500,40500,90.43203026480438
350,10,80,29500,41000,126.7844695901737
351,10,80,29500,41500,171.63682876805044
352,10,80,30000,38000,564.1463320344325
353,10,80,30000,38500,360.75718124523866
354,10,80,30000,39000,231.70119191254307
355,10,80,30000,39500,170.74752201483128
356,10,80,30000,40000,154.7149036950422
357,10,80,30000,40500,166.10596450541493
358,10,80,30000,41000,193.3351721194443
359,10,80,30000,41500,228.78394172417038
360,10,80,30500,38000,689.6797223218513
361,10,80,30500,38500,484.8023695265838
362,10,80,30500,39000,363.5979340028588
363,10,80,30500,39500,304.67857102688225
364,10,80,30500,40000,285.29210000833734
365,10,80,30500,40500,290.0135917456113
366,10,80,30500,41000,308.8672169492536
367,10,80,30500,41500,335.3210332569182
368,10,80,31000,38000,789.946106942773
369,10,80,31000,38500,625.7722360026959
370,10,80,31000,39000,528.6063264942235
371,10,80,31000,39500,478.6863763478618
372,10,80,31000,40000,459.5026243189753
373,10,80,31000,40500,459.6982093164963
374,10,80,31000,41000,471.6790024321937
375,10,80,31000,41500,490.3034492109124
376,10,80,31500,38000,912.3540488244158
377,10,80,31500,38500,798.2135101409633
378,10,80,31500,39000,727.746684419146
379,10,80,31500,39500,689.0119464356724
380,10,80,31500,40000,672.0757202772029
381,10,80,31500,40500,669.678339553036
382,10,80,31500,41000,676.5761221409929
383,10,80,31500,41500,688.9934449650118
384,10,120,29000,38000,1155.1165164624408
385,10,120,29000,38500,840.2641727088946
386,10,120,29000,39000,506.9102636732852
387,10,120,29000,39500,265.5278912452038
388,10,120,29000,40000,116.39516513179322
389,10,120,29000,40500,45.2088092745619
390,10,120,29000,41000,30.22267557153353
391,10,120,29000,41500,51.06063746392809
392,10,120,29500,38000,1343.7868459826054
393,10,120,29500,38500,977.9852373227346
394,10,120,29500,39000,594.632756549817
395,10,120,29500,39500,346.2478773329187
396,10,120,29500,40000,180.23082247413407
397,10,120,29500,40500,95.81649989178923
398,10,120,29500,41000,71.0837801649128
399,10,120,29500,41500,82.84289818279714
400,10,120,30000,38000,1532.9333545384934
401,10,120,30000,38500,1012.2223350568845
402,10,120,30000,39000,688.4884716222766
403,10,120,30000,39500,464.6206903113392
404,10,120,30000,40000,283.5644748300334
405,10,120,30000,40500,190.27593217865416
406,10,120,30000,41000,158.0192279691727
407,10,120,30000,41500,161.3611926772337
408,10,120,30500,38000,1349.3785399811063
409,10,120,30500,38500,1014.785480110738
410,10,120,30500,39000,843.0316833766408
411,10,120,30500,39500,589.4543896730125
412,10,120,30500,40000,412.3358512291996
413,10,120,30500,40500,324.11715620464133
414,10,120,30500,41000,290.17588242984766
415,10,120,30500,41500,287.56857384673356
416,10,120,31000,38000,1328.0973931040146
417,10,120,31000,38500,1216.5659656437845
418,10,120,31000,39000,928.4831767181619
419,10,120,31000,39500,700.3115484040329
420,10,120,31000,40000,565.0876352458171
421,10,120,31000,40500,494.44016026435037
422,10,120,31000,41000,464.38005437182983
423,10,120,31000,41500,458.7614573733091
424,10,120,31500,38000,1473.1154650008834
425,10,120,31500,38500,1195.943614951571
426,10,120,31500,39000,990.2486604382486
427,10,120,31500,39500,843.1390407497395
428,10,120,31500,40000,751.2746391170706
429,10,120,31500,40500,700.215375503209
430,10,120,31500,41000,676.1585052687219
431,10,120,31500,41500,669.5907920932743
432,13,40,29000,38000,49.96352152045025
433,13,40,29000,38500,83.75104994958261
434,13,40,29000,39000,136.8176091795391
435,13,40,29000,39500,199.91486685466407
436,13,40,29000,40000,266.4367154860076
437,13,40,29000,40500,331.97224579940524
438,13,40,29000,41000,393.8001583706036
439,13,40,29000,41500,450.42425363084493
440,13,40,29500,38000,29.775721038786923
441,13,40,29500,38500,57.37673742631121
442,13,40,29500,39000,103.49161398239501
443,13,40,29500,39500,159.3058253852367
444,13,40,29500,40000,218.60083223764073
445,13,40,29500,40500,277.2507278183831
446,13,40,29500,41000,332.7141278886951
447,13,40,29500,41500,383.58832292300576
448,13,40,30000,38000,47.72263852005472
449,13,40,30000,38500,68.07581028940402
450,13,40,30000,39000,106.13974628945516
451,13,40,30000,39500,153.58449949683063
452,13,40,30000,40000,204.62393623358633
453,13,40,30000,40500,255.44513025602419
454,13,40,30000,41000,303.69954914051766
455,13,40,30000,41500,348.0803709720354
456,13,40,30500,38000,110.9331168284094
457,13,40,30500,38500,123.63361262704746
458,13,40,30500,39000,153.02654433825705
459,13,40,30500,39500,191.40769947472756
460,13,40,30500,40000,233.503841403055
461,13,40,30500,40500,275.8557790922913
462,13,40,30500,41000,316.32529882763697
463,13,40,30500,41500,353.7060432094809
464,13,40,31000,38000,221.90608823073939
465,13,40,31000,38500,227.67026441593657
466,13,40,31000,39000,248.62107049869064
467,13,40,31000,39500,277.9507605389158
468,13,40,31000,40000,311.0267471957685
469,13,40,31000,40500,344.8024031161673
470,13,40,31000,41000,377.3761144228052
471,13,40,31000,41500,407.6529635071056
472,13,40,31500,38000,378.8738382757093
473,13,40,31500,38500,379.39748335944216
474,13,40,31500,39000,393.01223361732553
475,13,40,31500,39500,414.10238059122855
476,13,40,31500,40000,438.8024282436204
477,13,40,31500,40500,464.5348067190265
478,13,40,31500,41000,489.6621039898805
479,13,40,31500,41500,513.2163939332803
480,13,80,29000,38000,364.387588581215
481,13,80,29000,38500,184.2902007673634
482,13,80,29000,39000,81.57192155036655
483,13,80,29000,39500,42.54811210095659
484,13,80,29000,40000,49.897338772663076
485,13,80,29000,40500,87.84229516509882
486,13,80,29000,41000,143.85451969447664
487,13,80,29000,41500,208.71467984917848
488,13,80,29500,38000,382.5794635435733
489,13,80,29500,38500,188.38619353711718
490,13,80,29500,39000,75.75749359688277
491,13,80,29500,39500,29.27891251986562
492,13,80,29500,40000,29.794874961934568
493,13,80,29500,40500,60.654888662698205
494,13,80,29500,41000,109.25801388824325
495,13,80,29500,41500,166.6311093454692
496,13,80,30000,38000,448.97795526074816
497,13,80,30000,38500,238.44530107604737
498,13,80,30000,39000,112.34545890264337
499,13,80,30000,39500,56.125871791222835
500,13,80,30000,40000,48.29987461781518
501,13,80,30000,40500,70.7900626637678
502,13,80,30000,41000,110.76865376691964
503,13,80,30000,41500,159.50197316936024
504,13,80,30500,38000,547.7818730461195
505,13,80,30500,38500,332.92604070423494
506,13,80,30500,39000,193.80760050280742
507,13,80,30500,39500,128.3457644087917
508,13,80,30500,40000,112.23915895822442
509,13,80,30500,40500,125.96369396512564
510,13,80,30500,41000,156.67918617660013
511,13,80,30500,41500,196.05195109523765
512,13,80,31000,38000,682.8591931963246
513,13,80,31000,38500,457.56562267948556
514,13,80,31000,39000,313.6380169123524
515,13,80,31000,39500,245.13531819580908
516,13,80,31000,40000,223.54473391202873
517,13,80,31000,40500,229.60752111202834
518,13,80,31000,41000,251.42377424735136
519,13,80,31000,41500,281.48720903016886
520,13,80,31500,38000,807.925638050234
521,13,80,31500,38500,588.686585641994
522,13,80,31500,39000,464.0488586698228
523,13,80,31500,39500,402.69214492641095
524,13,80,31500,40000,380.13626165363934
525,13,80,31500,40500,380.8064948609387
526,13,80,31500,41000,395.05186915919086
527,13,80,31500,41500,416.70193045600774
528,13,120,29000,38000,1068.8279454397398
529,13,120,29000,38500,743.0012805963486
530,13,120,29000,39000,451.2538301167544
531,13,120,29000,39500,235.4154251166075
532,13,120,29000,40000,104.73720814447498
533,13,120,29000,40500,46.91983990671749
534,13,120,29000,41000,42.81092192562316
535,13,120,29000,41500,74.33530639171506
536,13,120,29500,38000,1133.1178848710972
537,13,120,29500,38500,824.0745323788527
538,13,120,29500,39000,499.10867111401996
539,13,120,29500,39500,256.1626809904186
540,13,120,29500,40000,107.68599585294751
541,13,120,29500,40500,38.18533662516749
542,13,120,29500,41000,25.499608203619154
543,13,120,29500,41500,49.283537699300375
544,13,120,30000,38000,1292.409871290162
545,13,120,30000,38500,994.669572829704
546,13,120,30000,39000,598.9783697712826
547,13,120,30000,39500,327.47348408537925
548,13,120,30000,40000,156.82634841081907
549,13,120,30000,40500,71.30833688875883
550,13,120,30000,41000,47.72389750130817
551,13,120,30000,41500,62.1982461882982
552,13,120,30500,38000,1585.8797221278146
553,13,120,30500,38500,1144.66688416451
554,13,120,30500,39000,692.6651441690645
555,13,120,30500,39500,441.98837639874046
556,13,120,30500,40000,251.56311435857728
557,13,120,30500,40500,149.79670413140468
558,13,120,30500,41000,115.52645596043719
559,13,120,30500,41500,120.44019473389324
560,13,120,31000,38000,1702.7625866892163
561,13,120,31000,38500,1071.7854750250656
562,13,120,31000,39000,807.8943299034604
563,13,120,31000,39500,588.672223513561
564,13,120,31000,40000,376.44658358671404
565,13,120,31000,40500,269.2159719426485
566,13,120,31000,41000,229.41660529009877
567,13,120,31000,41500,226.78274707181976
568,13,120,31500,38000,1331.3523701291767
569,13,120,31500,38500,1151.2055268669133
570,13,120,31500,39000,1006.811285091974
571,13,120,31500,39500,702.0053094629535
572,13,120,31500,40000,515.9081891614829
573,13,120,31500,40500,423.8652275555525
574,13,120,31500,41000,386.4939696097151
575,13,120,31500,41500,379.8118453367429
576,16,40,29000,38000,106.1025746852808
577,16,40,29000,38500,145.32590128581407
578,16,40,29000,39000,204.74804378224422
579,16,40,29000,39500,274.6339266648551
580,16,40,29000,40000,347.9667393938497
581,16,40,29000,40500,420.03753452490974
582,16,40,29000,41000,487.9353932879741
583,16,40,29000,41500,550.0623063219693
584,16,40,29500,38000,54.65040870471303
585,16,40,29500,38500,88.94089091627293
586,16,40,29500,39000,142.72223808288405
587,16,40,29500,39500,206.63598763907422
588,16,40,29500,40000,273.99851593521134
589,16,40,29500,40500,340.34861536649436
590,16,40,29500,41000,402.935270882596
591,16,40,29500,41500,460.2471155081633
592,16,40,30000,38000,29.788548081995298
593,16,40,30000,38500,57.96323252610644
594,16,40,30000,39000,104.92815906834525
595,16,40,30000,39500,161.71867032726158
596,16,40,30000,40000,222.01677586338877
597,16,40,30000,40500,281.6349465235367
598,16,40,30000,41000,337.99683241119567
599,16,40,30000,41500,389.68271710858414
600,16,40,30500,38000,42.06569536892785
601,16,40,30500,38500,62.95145274276575
602,16,40,30500,39000,101.93860830594608
603,16,40,30500,39500,150.47910837525734
604,16,40,30500,40000,202.65388851823258
605,16,40,30500,40500,254.5724108541227
606,16,40,30500,41000,303.84403622726694
607,16,40,30500,41500,349.1422884543064
608,16,40,31000,38000,99.21707896667829
609,16,40,31000,38500,112.24153596941301
610,16,40,31000,39000,142.5186177618655
611,16,40,31000,39500,182.02836955332134
612,16,40,31000,40000,225.3201896575212
613,16,40,31000,40500,268.83705389232614
614,16,40,31000,41000,310.3895932135811
615,16,40,31000,41500,348.7480165565453
616,16,40,31500,38000,204.30418825821732
617,16,40,31500,38500,210.0759235359138
618,16,40,31500,39000,231.7643258544752
619,16,40,31500,39500,262.1512494310348
620,16,40,31500,40000,296.3864127264238
621,16,40,31500,40500,331.30743171999035
622,16,40,31500,41000,364.95322314895554
623,16,40,31500,41500,396.20142191205844
624,16,80,29000,38000,399.5975649320935
625,16,80,29000,38500,225.6318269911425
626,16,80,29000,39000,127.97354075513151
627,16,80,29000,39500,93.73584101549991
628,16,80,29000,40000,106.43084032022394
629,16,80,29000,40500,150.51245762256931
630,16,80,29000,41000,213.24213500046466
631,16,80,29000,41500,285.0426423013882
632,16,80,29500,38000,371.37706087096393
633,16,80,29500,38500,189.77150413822454
634,16,80,29500,39000,86.22375488959844
635,16,80,29500,39500,46.98714814001572
636,16,80,29500,40000,54.596900621760675
637,16,80,29500,40500,93.12033833747024
638,16,80,29500,41000,149.89341227947025
639,16,80,29500,41500,215.5937000584367
640,16,80,30000,38000,388.43657991253195
641,16,80,30000,38500,190.77121362008674
642,16,80,30000,39000,76.28535232335287
643,16,80,30000,39500,29.152860363695716
644,16,80,30000,40000,29.820972887404942
645,16,80,30000,40500,61.320203047752464
646,16,80,30000,41000,110.82086782062603
647,16,80,30000,41500,169.197767615573
648,16,80,30500,38000,458.8964339917103
649,16,80,30500,38500,239.547928886725
650,16,80,30500,39000,109.02338779317503
651,16,80,30500,39500,50.888746196140914
652,16,80,30500,40000,42.73606982375976
653,16,80,30500,40500,65.75935122724029
654,16,80,30500,41000,106.68884313872147
655,16,80,30500,41500,156.54100549486617
656,16,80,31000,38000,561.7385153195615
657,16,80,31000,38500,335.5692026144635
658,16,80,31000,39000,188.0383015831574
659,16,80,31000,39500,118.2318539104416
660,16,80,31000,40000,100.81000168801492
661,16,80,31000,40500,114.72014539486217
662,16,80,31000,41000,146.2992492326178
663,16,80,31000,41500,186.8074429488408
664,16,80,31500,38000,697.9937997454152
665,16,80,31500,38500,466.42234442578484
666,16,80,31500,39000,306.52125608515166
667,16,80,31500,39500,230.54692639209762
668,16,80,31500,40000,206.461121102699
669,16,80,31500,40500,212.23429887269359
670,16,80,31500,41000,234.70913795495554
671,16,80,31500,41500,265.8143069252357
672,16,120,29000,38000,1085.688903883652
673,16,120,29000,38500,750.2887000017752
674,16,120,29000,39000,469.92662852990964
675,16,120,29000,39500,267.1560282754928
676,16,120,29000,40000,146.06299930062625
677,16,120,29000,40500,95.28836772053619
678,16,120,29000,41000,97.41466545178946
679,16,120,29000,41500,135.3804131941845
680,16,120,29500,38000,1079.5576154477903
681,16,120,29500,38500,751.2932384998761
682,16,120,29500,39000,458.27083477307207
683,16,120,29500,39500,240.9658024131812
684,16,120,29500,40000,109.3801465044384
685,16,120,29500,40500,51.274139057659724
686,16,120,29500,41000,47.36446629605638
687,16,120,29500,41500,79.42944320845996
688,16,120,30000,38000,1139.3792936518537
689,16,120,30000,38500,833.7979589668842
690,16,120,30000,39000,507.805443202025
691,16,120,30000,39500,259.93892964607977
692,16,120,30000,40000,108.7341499557062
